RSRP,RSSI,UE_TX_Power,NodeB_RX,Predicted NB_RX
-89.7,-81.2,-17.2,-106.2,-105.23690757212833
-82.4,-77.1,-16.0,-103.2,-99.52599498505035
-82.1,-77.2,-14.0,-97.8,-99.04533676353304
-83.3,-77.7,-9.8,-99.7,-99.00226230454213
-78.3,-74.0,-16.0,-97.3,-96.01706037700933
-82.2,-74.4,-9.7,-105.9,-96.68681571070744
-86.2,-74.5,-7.1,-96.7,-97.9820032063203
-84.4,-77.3,-5.3,-95.1,-98.36094732074237
-96.1,-87.0,6.2,-103.0,-106.52423356582273
-94.9,-83.5,6.2,-98.1,-104.07513344516099
-92.7,-82.0,-2.0,-104.1,-103.93493654110948
-97.5,-87.0,13.2,-111.8,-105.73068733611456
-96.9,-83.8,11.2,-102.7,-104.11398144941161
-99.2,-84.9,8.2,-106.3,-106.33666197090677
-97.1,-81.8,0.8,-104.4,-105.20170200996945
-94.2,-82.3,7.1,-102.6,-102.92672035106926
-96.6,-83.5,7.1,-111.3,-104.64360206018478
-98.6,-82.8,7.3,-107.6,-105.10156400525896
-103.4,-83.6,7.2,-103.9,-107.6778810014907
-98.2,-83.9,6.2,-103.9,-105.75021680118445
-97.7,-83.1,7.2,-97.8,-104.88926945108085
-97.8,-84.0,0.3,-106.8,-106.81798353793344
-98.2,-84.5,8.4,-104.6,-105.63582753096148
-99.0,-82.8,6.7,-102.7,-105.39896245974053
-97.1,-81.3,2.2,-107.9,-104.64522874768937
-93.0,-80.1,-3.0,-102.4,-103.2267021079119
-96.4,-82.2,1.0,-101.9,-105.072004860549
-98.3,-84.1,14.1,-101.1,-104.31149248195977
-96.2,-81.5,3.6,-100.1,-104.0757035189805
-88.2,-81.3,4.9,-99.4,-100.175013656045
-104.6,-91.0,14.8,-111.3,-110.73408311808103
-106.8,-89.9,18.9,-106.4,-110.27467801828486
-102.8,-89.3,9.8,-109.9,-110.01555379677758
-103.5,-89.6,13.0,-108.4,-109.84380771148798
-101.2,-88.2,2.2,-107.3,-110.23847549752183
-102.0,-87.2,12.0,-104.3,-108.06731327453711
-91.9,-80.2,5.8,-100.9,-101.02236031872768
-90.9,-82.7,4.7,-99.9,-102.17424811922835
-91.4,-83.4,6.8,-106.0,-102.35542574945721
-108.5,-81.5,6.8,-114.5,-108.85634953697864
-97.3,-83.4,7.2,-104.5,-104.87737409716574
-93.1,-80.1,9.1,-109.0,-100.83161215561775
-101.4,-88.6,7.4,-106.5,-109.49784803447614
-94.0,-82.6,12.8,-101.1,-101.85400280435518
-111.2,-85.8,10.7,-117.2,-111.61973696257215
-107.7,-86.8,17.8,-109.9,-109.19306790988774
-100.3,-86.6,15.3,-105.8,-106.32307774836048
-101.8,-88.0,21.2,-107.1,-106.56329316373728
-103.7,-89.0,20.6,-107.4,-108.07086848521811
-104.6,-90.8,20.1,-114.9,-109.55597189133756
-103.1,-88.8,16.0,-112.7,-108.62379813282388
-103.7,-90.2,20.2,-106.5,-108.80970708080402
-105.0,-90.8,20.2,-114.7,-109.71225951348116
-104.5,-87.7,21.4,-108.9,-107.54943743373056
-106.2,-91.2,20.2,-112.2,-110.46099972899727
-105.9,-91.8,22.1,-108.2,-110.2747517954181
-102.2,-88.1,19.0,-102.5,-107.23808098308362
-103.3,-91.6,21.1,-114.2,-109.21973702861203
-112.3,-90.0,16.3,-109.0,-113.27979108305651
-104.6,-90.9,19.2,-116.9,-109.79225042386436
-111.6,-91.5,16.2,-110.9,-113.81392351936711
-109.7,-91.4,21.2,-114.2,-111.91301869887792
-110.9,-89.2,17.3,-106.0,-112.02183952987833
-112.8,-92.8,21.2,-112.5,-114.04838209387086
-113.2,-92.7,17.3,-118.1,-114.95616700985347
-114.8,-91.8,16.3,-113.2,-115.36988628741638
-114.9,-93.2,16.3,-114.1,-116.18190233882736
-107.6,-89.2,21.2,-110.4,-109.77996852891233
-110.1,-93.8,21.2,-115.5,-113.40587267985538
-108.3,-93.8,22.2,-117.5,-112.41027737036623
-115.2,-92.8,21.2,-115.4,-115.10705996873642
-112.5,-91.9,17.3,-110.5,-114.20858340685106
-117.2,-92.9,21.2,-121.3,-116.04414185064523
-117.1,-95.3,21.2,-113.3,-117.31643794102568
-104.0,-94.2,16.4,-113.9,-111.9020848286872
-101.4,-90.0,17.9,-112.4,-108.14909002269812
-108.6,-95.2,16.9,-114.5,-114.37892716571781
-105.1,-91.8,22.2,-100.4,-109.90170048012891
-115.3,-94.9,21.0,-115.5,-116.34334563746118
-114.2,-96.2,22.2,-114.0,-116.3292681479106
-111.6,-96.2,12.2,-120.3,-117.19823615020587
-111.3,-96.6,13.9,-109.2,-116.94260495825304
-113.4,-94.7,6.0,-121.6,-118.41932856425042
-109.2,-93.6,4.0,-111.9,-116.36646257518649
-108.7,-92.7,7.9,-116.5,-114.86606288587619
-107.6,-94.1,14.8,-115.7,-113.75779036680865
-103.9,-90.9,1.4,-114.5,-113.07171625647992
-107.5,-90.5,0.8,-108.1,-114.56128393269893
-93.6,-89.9,5.4,-111.6,-107.17337290161372
-97.8,-88.2,5.8,-113.6,-108.01296898943842
-101.0,-89.8,1.8,-110.7,-111.10849221495226
-102.5,-85.6,-3.2,-110.5,-110.47438698356828
-98.5,-87.6,7.8,-106.8,-107.5894743124693
-98.2,-86.6,7.8,-103.6,-106.90863638290284
-94.6,-89.8,1.7,-110.6,-108.30550990564475
-96.6,-86.5,5.8,-106.3,-106.55117462015157
-83.9,-78.9,-3.2,-92.1,-98.5946620454647
-89.5,-84.9,2.8,-100.8,-103.14640817136089
-84.7,-80.5,-2.3,-95.7,-99.64373156974717
-90.2,-85.7,1.8,-105.1,-104.09557867770329
-87.5,-78.1,0.8,-98.6,-98.93752868823657
-87.6,-78.4,-1.2,-101.0,-99.54936503159837
-94.4,-83.8,5.8,-107.6,-104.09976127446245
-86.9,-76.5,-6.3,-95.1,-99.22652112090067
-82.6,-73.2,-6.3,-101.4,-95.51966271757922
-97.1,-86.7,-7.3,-118.7,-109.52222158354371
-89.8,-76.0,-7.3,-101.0,-100.43309219209905
-89.0,-78.6,-8.3,-107.8,-101.70789477802535
-84.7,-80.3,-0.9,-104.9,-99.25180926602955
-58.3,-51.8,-20.2,-81.6,-75.8646388135337
-74.3,-68.3,-15.9,-86.4,-91.10597034921221
-74.6,-66.0,-25.3,-86.7,-91.87166462598702
-77.5,-71.8,-22.3,-96.8,-95.72745821363769
-66.2,-59.8,-33.1,-86.6,-86.33795009971794
-66.8,-59.1,-38.1,-90.8,-87.22660184848834
-66.4,-57.9,-27.7,-83.0,-84.2954479070252
-69.2,-60.4,-25.4,-89.9,-86.43818020470715
-66.8,-62.5,-35.0,-87.4,-88.4665933118426
-66.4,-58.3,-33.0,-86.6,-85.58325977281032
-66.9,-64.0,-32.0,-89.0,-88.72869897275453
-66.2,-62.1,-31.8,-93.8,-87.33744447435502
-65.3,-60.6,-29.8,-83.3,-85.71451167178809
-67.4,-63.0,-31.8,-85.7,-88.36043628747527
-66.9,-64.0,-29.8,-90.4,-88.28520778540661
-66.9,-62.2,-30.8,-83.5,-87.49948893737168
-67.1,-58.6,-32.8,-92.5,-86.0162743975406
-67.4,-64.2,-32.8,-95.6,-89.22022702506514
-67.7,-64.2,-31.0,-89.9,-88.98970533341142
-71.9,-63.1,-25.6,-91.6,-89.15046882166125
-68.3,-62.8,-29.4,-86.7,-88.16393128349227
-66.4,-62.2,-27.0,-83.8,-86.51290081408283
-65.7,-59.0,-28.2,-78.3,-84.69081382658851
-66.8,-63.7,-26.4,-87.5,-87.39114977736885
-69.2,-64.9,-26.4,-97.0,-89.10803148648435
-70.3,-61.7,-26.6,-88.4,-87.87836600179925
-65.3,-62.2,-28.4,-91.1,-86.30989511944539
-62.7,-56.3,-31.2,-78.7,-82.49126856596409
-77.6,-62.8,-36.8,-92.9,-93.75805113331207
-68.2,-60.6,-34.0,-94.0,-87.8404124312785
-71.2,-64.9,-27.6,-91.5,-90.23216733288028
-69.7,-59.9,-25.7,-83.7,-86.444962568702
-76.1,-66.2,-25.9,-95.3,-92.76399107882364
-61.3,-57.1,-32.2,-77.8,-82.51409593179909
-70.7,-62.7,-29.4,-86.8,-89.16775883883702
-62.1,-53.2,-30.4,-83.3,-80.36496966943007
-71.0,-64.1,-26.4,-88.1,-89.4632373364669
-64.2,-57.6,-24.4,-79.2,-82.49520544881408
-72.1,-63.4,-26.2,-93.1,-89.5241950784665
-61.3,-58.7,-21.2,-81.6,-81.17424510739274
-67.6,-59.4,-21.4,-84.0,-84.37754414622864
-66.9,-58.7,-21.2,-81.7,-83.64449348207907
-75.2,-68.2,-25.0,-96.7,-93.28256505315963
-68.1,-65.1,-16.4,-83.5,-86.71663573281299
-74.8,-67.9,-22.2,-91.4,-92.37712445276767
-69.7,-63.2,-22.2,-88.5,-87.54946895119944
-70.4,-63.2,-25.0,-87.1,-88.42269332738712
-71.6,-64.2,-23.0,-91.7,-89.09736165334824
-67.5,-61.2,-22.4,-83.8,-85.52232522282411
-76.8,-70.7,-8.2,-94.1,-91.97294831497933
-78.3,-71.2,-6.2,-86.7,-92.50569977769453
-80.6,-76.2,-1.4,-100.6,-95.29516491445025
-82.5,-78.1,-1.4,-96.5,-97.17544096961456
-82.5,-74.0,6.6,-93.7,-93.31388264254093
-88.8,-78.6,-2.0,-94.6,-100.34967413074479
-87.4,-77.1,-7.0,-104.8,-99.91729176096061
-85.0,-74.2,-6.7,-97.0,-97.20747854898904
-84.6,-74.2,-6.0,-94.5,-96.88992140417348
-77.5,-72.2,-7.4,-95.7,-92.94321463195557
-81.4,-75.4,-9.8,-89.3,-96.90258497129453
-81.7,-78.7,-8.4,-99.5,-98.56275858516409
-81.5,-72.6,-9.2,-95.9,-95.28993546082674
-85.1,-75.8,-8.3,-101.0,-98.45173428478563
-83.1,-78.9,-4.3,-101.1,-98.46351501418346
-91.1,-84.4,0.6,-101.3,-104.02143301101508
-96.8,-83.9,-4.0,-106.3,-107.18884112158047
-91.2,-87.1,-8.0,-108.4,-107.28015058492049
-87.0,-80.2,-9.0,-107.3,-101.8443791603086
-88.2,-83.5,0.7,-107.0,-102.22838567953106
-85.5,-78.8,-5.0,-99.8,-99.60845340186619
-83.6,-76.3,-5.1,-97.2,-97.4192341199109
-91.4,-86.7,-8.0,-107.8,-107.14897246307598
-92.8,-86.2,-5.4,-105.7,-106.96815701045952
-95.2,-87.1,-4.0,-110.2,-108.23826609633657
-91.1,-83.8,-0.4,-98.1,-103.89391799723006
-94.5,-87.4,9.0,-108.8,-105.47340626464376
-98.9,-86.9,5.0,-106.6,-107.946411717653
-97.4,-83.2,-2.0,-107.6,-106.66638454697116
-97.6,-85.0,-2.0,-107.4,-107.74191345458485
-97.9,-85.8,5.5,-111.0,-106.80114897005994
-94.6,-82.8,5.8,-100.0,-103.63948123549297
-98.4,-84.9,1.5,-106.1,-107.33440159832934
-93.2,-84.0,-1.9,-102.1,-105.23234213178903
-99.9,-86.8,9.5,-105.6,-107.42553611429634
-86.4,-79.7,-8.4,-100.6,-101.1845059519841
-87.9,-83.8,-0.1,-103.5,-102.42187142640732
-91.0,-84.4,-2.4,-102.0,-104.58208214291555
-88.9,-81.2,-3.2,-98.3,-102.06179830041366
-91.5,-83.3,-8.4,-106.7,-105.40880793882322
-91.3,-84.0,2.4,-98.3,-103.5273984631586
-89.9,-83.6,-8.4,-103.4,-104.86757364747533
-89.3,-80.8,-5.4,-104.5,-102.46233452215587
-86.7,-80.4,-11.4,-104.7,-102.30555363300796
-82.3,-75.5,-10.6,-91.1,-97.5157090165619
-86.1,-79.2,-13.0,-103.0,-101.70521937538558
-86.4,-78.7,-11.4,-100.7,-101.24076346679571
-90.4,-83.3,-3.6,-101.2,-103.955963443478
-86.2,-78.4,-4.2,-100.9,-99.53656364794669
-93.2,-84.6,-6.8,-105.3,-106.5492198752798
-90.9,-82.1,1.5,-101.8,-102.49022429279125
-92.8,-85.4,1.8,-108.4,-105.07792875024516
-91.4,-85.6,-4.2,-102.6,-105.77958871565501
-97.4,-86.4,2.8,-111.2,-107.45397763560581
-95.1,-83.5,6.2,-98.5,-104.16335660139977
-91.0,-82.0,-3.2,-102.1,-103.42694399708765
-90.2,-82.1,8.1,-104.5,-100.85096968391171
-94.0,-81.8,1.0,-103.7,-103.79392570760012
-91.5,-82.0,-1.2,-101.4,-103.24432808100472
-96.1,-81.2,-4.0,-115.1,-105.39910144768233
-99.0,-84.8,1.7,-106.4,-107.5039033668569
-94.6,-84.8,3.3,-102.7,-105.24045488425942
-92.7,-84.2,7.8,-105.0,-103.16609191783604
-95.9,-87.1,7.8,-107.3,-106.16832168376081
-89.7,-83.8,7.1,-99.7,-101.76445412850876
-90.5,-82.2,-6.0,-98.2,-103.88053007488422
-98.9,-85.6,-0.4,-110.2,-108.32192684191804
-92.1,-87.0,-7.0,-108.8,-107.42071756513428
-88.6,-84.3,-0.4,-103.8,-103.06538014184923
-88.9,-85.5,0.8,-108.9,-103.6140144264494
-97.9,-85.3,-3.2,-109.5,-108.28070343151347
-84.7,-77.3,-3.2,-97.6,-98.06994955808663
-87.4,-82.2,1.8,-101.8,-100.94069330713114
-91.0,-79.9,-5.1,-101.4,-102.6581024034962
-91.4,-81.1,-3.0,-98.4,-103.06942005320981
-83.2,-74.3,-8.4,-99.1,-96.81101819803864
-84.3,-75.9,-9.1,-95.9,-98.31496150202325
-86.3,-77.5,-3.4,-97.9,-98.92575282770667
-87.6,-81.7,-1.4,-97.4,-101.39974295645368
-84.0,-74.5,-8.0,-102.8,-97.1929767006995
-97.7,-80.3,-11.4,-104.6,-107.10297690662098
-85.1,-74.7,-1.4,-92.2,-96.45743113701077
-90.2,-75.1,-4.0,-99.2,-99.45064884786731
-92.9,-74.8,-12.7,-100.9,-102.23091655758627
-86.2,-74.4,-10.8,-97.4,-98.67302442915734
-81.4,-71.4,-19.2,-98.6,-96.60348908185708
-77.0,-69.7,-19.2,-92.5,-93.73012421274944
-66.3,-63.6,-15.1,-83.4,-84.83780955950947
-69.5,-65.8,-21.4,-85.3,-88.7260845798302
-67.8,-63.8,-20.4,-86.8,-86.67759445804388
-71.6,-63.7,-16.8,-83.9,-87.57327125503635
-78.1,-69.7,-6.8,-92.1,-91.7156739706473
-74.9,-69.8,-19.4,-88.2,-92.8989487724309
-79.1,-71.2,-25.8,-97.6,-96.809695708113
-92.9,-76.4,-20.0,-102.6,-104.58010606430126
-78.0,-73.8,-22.3,-95.7,-97.04502249465123
-78.6,-73.2,-21.8,-93.6,-96.87979659457271
-79.1,-72.9,-15.8,-102.3,-95.72628210656744
-74.4,-68.8,-16.0,-94.4,-91.44449221526975
-94.7,-82.8,-18.0,-107.1,-108.48136111310347
-78.6,-73.1,-11.5,-93.4,-94.74860117065025
-81.3,-77.2,-17.2,-98.0,-99.33752222926573
-79.0,-72.2,-16.8,-93.5,-95.4998051951422
-77.6,-70.1,-20.1,-98.0,-94.3956231725551
-87.4,-70.4,-17.4,-98.9,-98.33882414780076
-82.2,-76.0,-17.4,-101.9,-99.11663997875839
-81.5,-73.2,-17.2,-96.7,-97.23173260467142
-88.0,-78.9,-16.0,-102.2,-102.98354911111156
-81.1,-74.0,-11.2,-90.7,-96.28456742832067
-80.8,-75.2,-22.0,-92.2,-98.987575084284
-98.4,-81.6,-18.4,-108.2,-109.53592043060729
-88.7,-78.0,-15.2,-104.8,-102.63740775958793
-84.1,-79.6,-15.4,-103.1,-101.52619765909682
-82.8,-78.2,-3.5,-91.1,-97.7859585205075
-90.3,-81.1,-5.8,-103.8,-103.1486360232483
-88.0,-80.4,-5.2,-97.3,-101.62916534785238
-92.7,-85.3,-8.0,-102.2,-106.95451850533658
-87.9,-80.1,-7.0,-104.3,-101.78335923718242
-89.3,-83.7,-2.3,-103.3,-103.428074387906
-87.9,-79.6,-5.1,-99.4,-101.12609252323236
-90.7,-85.0,-9.4,-107.2,-106.18995764906205
-85.5,-77.9,-10.1,-108.4,-100.14289373321255
-89.6,-81.9,-4.5,-107.0,-103.0165945582372
-90.8,-82.1,-0.4,-104.1,-102.82912783101779
-89.6,-81.3,0.6,-101.4,-101.65939943407842
-97.1,-89.1,-1.4,-107.0,-109.6492665223378
-96.9,-87.5,3.6,-105.3,-107.67550373706597
-96.1,-88.8,2.6,-106.4,-108.23725216922148
-93.5,-88.5,0.0,-112.9,-107.44992612823854
-96.6,-83.8,5.6,-104.3,-105.11053337375719
-92.4,-83.7,-9.0,-107.7,-106.14616556198509
-91.3,-81.7,-4.2,-108.0,-103.59631467622333
-92.0,-81.8,-2.1,-107.5,-103.53661354556603
-79.5,-71.7,-31.0,-98.4,-98.30864551556252
-88.4,-75.8,-14.4,-103.1,-101.13709647309955
-74.5,-69.3,-23.4,-87.0,-93.254598475709
-74.3,-69.0,-25.4,-90.2,-93.40499816758766
-70.8,-63.4,-27.0,-87.2,-89.1120140855863
-75.3,-66.0,-24.0,-85.2,-91.91838269848087
-84.6,-73.4,-22.0,-100.1,-99.67650930144626
-77.1,-69.2,-27.2,-94.4,-95.1126794199844
-77.8,-73.1,-20.4,-89.9,-96.18983198542072
-73.7,-66.0,-18.2,-88.0,-90.0433934091987
-74.0,-70.9,-13.3,-92.6,-91.87561797371164
-81.3,-73.2,-11.8,-95.4,-96.05494017039682
-81.8,-71.1,-11.1,-95.7,-94.98253051871846
-83.0,-73.5,-4.8,-96.1,-95.55827963360935
-86.4,-72.9,-11.5,-99.2,-98.07960362492169
-81.8,-72.7,-14.4,-95.2,-96.52537241207358
-77.6,-74.0,-14.0,-90.3,-95.30510552349364
-74.4,-70.3,-13.8,-94.4,-91.82375582073425
-76.6,-72.0,-16.7,-96.9,-94.31126799090097
-79.0,-74.8,-13.4,-96.4,-96.24051803132784
-79.7,-72.0,-16.1,-93.2,-95.55777477059837
-76.4,-71.1,-18.4,-90.3,-94.07208969465268
-78.5,-71.1,-13.4,-97.0,-93.99049831846023
-84.8,-77.5,-17.8,-106.3,-101.16693056401114
-90.6,-76.6,-21.0,-103.4,-103.8768273099367
-91.1,-79.5,-13.7,-106.2,-104.21646007225596
-86.6,-72.2,-21.0,-101.9,-99.69895012624434
-88.5,-78.3,-18.0,-104.7,-103.27817889126352
-84.6,-76.2,-15.1,-98.3,-99.8213686149837
-75.4,-67.2,-10.1,-87.4,-89.81864015442471
-74.9,-69.5,-9.9,-88.6,-90.81932223213877
-74.7,-68.3,-11.7,-93.9,-90.43575166766198
-77.8,-70.7,-7.5,-92.4,-92.27295326383535
-78.4,-70.6,-11.1,-91.4,-93.20848526505478
-77.1,-71.4,-0.2,-83.2,-90.87654005926362
-79.0,-74.1,-19.0,-96.9,-96.98545245338585
-78.6,-70.8,-13.4,-93.2,-93.87005893801714
-82.0,-74.3,-15.3,-98.9,-97.67262889365159
-78.8,-71.0,-10.2,-99.1,-93.42290464260972
-80.2,-75.7,-12.4,-98.3,-97.06192294110812
-77.5,-70.3,-10.4,-89.7,-92.50581927107973
-77.2,-73.8,-14.2,-98.2,-95.05927595264235
-74.1,-68.8,-11.2,-89.0,-90.34454034487973
-71.1,-67.3,-16.4,-88.3,-89.24669010585316
-76.4,-71.7,-14.8,-93.0,-93.67547875975377
-77.8,-70.9,-22.4,-96.6,-95.38629876264245
-77.7,-72.2,-20.4,-91.6,-95.65206753161388
-68.7,-64.4,-18.2,-88.9,-86.96020939089553
-73.8,-69.9,-19.4,-95.0,-92.46857173263834
-83.8,-73.2,-22.4,-98.6,-99.29455079878541
-76.7,-70.8,-21.0,-99.3,-94.56399941913229
-76.8,-71.4,-18.0,-92.1,-94.33245220435677
-75.5,-69.0,-20.0,-94.1,-92.84576782698464
-82.1,-76.2,-19.0,-96.6,-99.50476808502458
-78.4,-70.6,-11.0,-93.2,-93.18832657472079
-79.2,-72.4,-11.0,-97.7,-94.52852495105088
-83.4,-75.7,-7.2,-96.5,-97.42524154356107
-79.0,-74.6,-14.2,-98.6,-96.29208691495815
-81.8,-74.2,-11.1,-95.5,-96.68289042386412
-84.2,-76.6,-11.4,-93.5,-99.11845203823155
-83.7,-76.1,-9.4,-96.2,-98.2204687433505
-83.9,-74.9,-5.8,-99.5,-96.9247752133155
-95.1,-79.9,2.0,-102.7,-103.03541009267781
-93.0,-81.6,-2.0,-100.5,-103.84786999738436
-94.7,-78.8,-1.0,-99.3,-102.860370975491
-93.6,-82.8,-1.1,-106.5,-104.58931508734472
-103.2,-82.3,-3.5,-108.1,-109.03358355721876
-100.0,-82.7,-1.0,-105.6,-107.3374470771314
-91.4,-79.9,5.0,-100.1,-100.79852099224017
-100.1,-81.9,1.7,-105.4,-106.39847146006629
-102.7,-83.2,-4.0,-112.8,-109.40747199397919
-95.3,-82.8,-2.2,-103.4,-105.56095750904845
-95.9,-86.0,9.5,-107.4,-105.22227043335377
-96.9,-85.7,2.8,-109.8,-106.84946750836302
-99.6,-87.2,3.8,-98.4,-108.66164800705924
-105.2,-90.8,2.6,-111.2,-113.3484121685033
-104.7,-89.3,1.5,-115.3,-112.52684507876786
-107.4,-89.5,0.5,-110.8,-114.02914523037325
-102.4,-87.8,8.0,-108.2,-109.37920911749951
-95.1,-84.8,7.6,-108.4,-104.59418909049457
-98.6,-88.2,7.8,-112.6,-107.96268780771368
-99.9,-88.7,3.0,-114.2,-109.77800705690181
-101.9,-91.4,7.6,-107.0,-111.21389749098832
-98.3,-89.2,9.8,-103.7,-107.97568246188384
-101.5,-90.7,7.6,-106.1,-110.65349894186492
-101.4,-91.4,5.6,-117.9,-111.39651340707124
-98.9,-88.1,3.6,-110.6,-108.8868372165789
-96.8,-88.1,6.6,-112.5,-107.35573336605164
-97.9,-87.2,7.5,-109.3,-107.1658796366716
-97.7,-88.6,3.1,-107.3,-108.73254332842022
-99.0,-90.7,7.5,-102.7,-109.57086817921395
-97.2,-89.2,6.1,-104.8,-108.2363266449283
-95.8,-87.3,5.9,-106.9,-106.616925861029
-101.7,-90.5,1.0,-110.8,-111.96249502110582
-99.4,-89.2,2.8,-108.8,-109.87201814457696
-95.9,-85.8,0.0,-108.3,-107.02764537604176
-93.5,-83.5,-6.0,-106.3,-105.91693157223693
